date,number_of_strikes,center_point_geom
2016-01-26,28,POINT(-93.7 26)
2016-01-26,67,POINT(-92.7 27.9)
2016-01-26,209,POINT(-93.3 26.4)
2016-01-26,39,POINT(-93.9 26.2)
2016-01-26,26,POINT(-98.3 29.2)
2016-01-26,88,POINT(-94 26.2)
2016-01-27,31,POINT(-84 25.8)
2016-01-27,33,POINT(-93.8 26.4)
2016-01-27,25,POINT(-93.9 26)
2016-01-27,24,POINT(-94.3 25.5)
2016-01-27,42,POINT(-94.6 25.1)
2016-01-27,51,POINT(-94.4 25.9)
2016-01-27,31,POINT(-91.6 27.6)
2016-01-27,34,POINT(-90.2 28.2)
2016-01-27,26,POINT(-85.5 25.3)
2016-01-27,43,POINT(-94.5 25.8)
2016-01-27,63,POINT(-93.9 26.1)
2016-01-27,55,POINT(-90.3 28.2)
2016-01-27,44,POINT(-87.4 25)
2016-01-27,34,POINT(-94.6 25.8)
2016-01-27,24,POINT(-92.1 26.4)
2016-01-27,130,POINT(-94.4 25.8)
2016-01-27,28,POINT(-94.9 25.1)
2016-01-27,29,POINT(-85.8 25)
2016-01-27,125,POINT(-94.6 25.7)
2016-01-27,66,POINT(-93.9 26.2)
2016-01-27,72,POINT(-93.8 26.1)
2016-01-27,28,POINT(-87 25.2)
2016-01-27,41,POINT(-93.4 26.3)
2016-01-27,35,POINT(-91.7 26.3)
2016-01-27,25,POINT(-93.5 26.3)
2016-01-27,24,POINT(-95.1 24.8)
2016-01-27,30,POINT(-90.5 28.2)
2016-01-27,54,POINT(-90.3 28.3)
2016-01-27,55,POINT(-94.1 26)
2016-01-27,31,POINT(-91.1 27.9)
2016-01-27,30,POINT(-91.3 27.9)
2016-01-27,43,POINT(-93.4 26.8)
2016-01-27,38,POINT(-87.3 25.1)
2016-01-27,97,POINT(-94.3 25.9)
2016-01-27,36,POINT(-93.3 26.9)
2016-01-27,48,POINT(-94.3 26.1)
2016-01-27,30,POINT(-91.2 27.9)
2016-01-27,46,POINT(-94.3 25.8)
2016-01-27,32,POINT(-95 25)
2016-01-27,39,POINT(-86.1 26)
2016-01-27,50,POINT(-94.7 25.7)
2016-01-27,28,POINT(-90.2 28.3)
2016-01-27,76,POINT(-94 26)
2016-01-27,29,POINT(-85.9 26.1)
2016-01-27,48,POINT(-94.9 25.4)
2016-01-27,25,POINT(-87.5 25)
2016-01-27,50,POINT(-93.7 26.2)
2016-01-27,61,POINT(-94.6 25.6)
2016-01-27,75,POINT(-94.5 25.6)
2016-01-27,35,POINT(-91 27.9)
2016-01-27,27,POINT(-91.7 27.5)
2016-01-27,26,POINT(-94 25.8)
2016-01-27,39,POINT(-94.9 26)
2016-01-27,35,POINT(-93.9 26.3)
2016-01-27,26,POINT(-93.6 26.2)
2016-01-27,42,POINT(-90.4 28.3)
2016-01-27,54,POINT(-94.2 25.7)
2016-01-27,26,POINT(-85.6 25.1)
2016-01-27,76,POINT(-94 26.1)
2016-01-27,28,POINT(-94.2 25.8)
2016-01-27,33,POINT(-91.6 27.5)
2016-01-27,25,POINT(-87.9 24.5)
2016-01-27,47,POINT(-90.4 28.2)
2016-01-27,40,POINT(-93.8 26.3)
2016-01-27,25,POINT(-85.7 26.1)
2016-01-27,49,POINT(-93.5 26.2)
2016-01-27,26,POINT(-79.1 26.9)
2016-01-27,27,POINT(-95 24.8)
2016-01-27,25,POINT(-94.4 26.1)
2016-01-27,27,POINT(-93.1 27.1)
2016-01-27,24,POINT(-94.2 25.9)
2016-01-27,26,POINT(-79.4 26.8)
2016-01-27,36,POINT(-94.1 25.9)
2016-01-27,33,POINT(-95 25.3)
2016-01-27,29,POINT(-94.7 25.1)
2016-01-27,28,POINT(-86.2 26)
2016-01-27,34,POINT(-95 25.4)
2016-01-27,25,POINT(-94.9 25)
2016-01-27,51,POINT(-94.5 25.7)
2016-01-27,25,POINT(-94.9 24.8)
2016-01-27,31,POINT(-91.5 27.6)
2016-01-27,27,POINT(-79.4 26.9)
2016-01-27,26,POINT(-93.5 26.8)
2016-02-01,35,POINT(-74.8 34.3)
2016-02-01,27,POINT(-70.6 37.1)
2016-02-01,27,POINT(-71.6 35.7)
2016-02-01,29,POINT(-70.6 37.2)
2016-02-01,51,POINT(-74.8 34.4)
2016-02-01,33,POINT(-70.7 37.1)
2016-02-01,24,POINT(-70.5 37.1)
2016-02-02,24,POINT(-89.2 32.3)
2016-02-02,26,POINT(-98 35.7)
2016-02-02,24,POINT(-98.5 35.3)
2016-02-02,29,POINT(-89.3 32.2)
2016-02-02,33,POINT(-88.8 32.6)
2016-02-02,35,POINT(-89.8 31.8)
2016-02-02,32,POINT(-93 29.7)
2016-02-02,56,POINT(-88.3 33.3)
2016-02-02,38,POINT(-90.3 32.1)
2016-02-02,28,POINT(-88.7 32.6)
2016-02-02,41,POINT(-89 32.4)
2016-02-02,35,POINT(-90.1 32.3)
2016-02-02,31,POINT(-89.1 32.5)
2016-02-02,32,POINT(-87.9 33.6)
2016-02-02,24,POINT(-98.8 35.2)
2016-02-02,24,POINT(-89.9 32.1)
2016-02-02,24,POINT(-88.8 33.1)
2016-02-02,28,POINT(-89.8 32.1)
2016-02-02,37,POINT(-98.4 35.4)
2016-02-02,26,POINT(-88.9 33.7)
2016-02-02,35,POINT(-88.6 32.9)
2016-02-02,27,POINT(-98.3 35.6)
2016-02-02,43,POINT(-88.6 33)
2016-02-02,35,POINT(-96.7 36.5)
2016-02-02,45,POINT(-88.4 33.2)
2016-02-02,27,POINT(-89.8 32)
2016-02-02,28,POINT(-89.6 32.3)
2016-02-02,54,POINT(-89 32.5)
2016-02-02,29,POINT(-70.1 36.9)
2016-02-02,24,POINT(-90.4 32.1)
2016-02-02,30,POINT(-90 31.8)
2016-02-02,24,POINT(-90.6 31.9)
2016-02-02,24,POINT(-97.9 35.4)
2016-02-02,35,POINT(-89 32.8)
2016-02-02,41,POINT(-91 31.4)
2016-02-02,40,POINT(-91.2 30.7)
2016-02-02,33,POINT(-88.2 33.4)
2016-02-02,37,POINT(-89.1 32.4)
2016-02-02,30,POINT(-90.2 32.1)
2016-02-02,30,POINT(-88.7 33.1)
2016-02-02,24,POINT(-67.5 37.8)
2016-02-02,24,POINT(-89.2 32.4)
2016-02-02,51,POINT(-90.2 32.2)
2016-02-02,28,POINT(-90.2 32.3)
2016-02-02,26,POINT(-70.8 36.3)
2016-02-02,44,POINT(-88.9 32.5)
2016-02-02,26,POINT(-90.1 32.2)
2016-02-02,25,POINT(-89 33.6)
2016-02-02,49,POINT(-88.7 32.9)
2016-02-02,39,POINT(-88.7 33)
2016-02-02,35,POINT(-91.2 30.8)
2016-02-02,40,POINT(-88.4 33.1)
2016-02-02,38,POINT(-89.9 31.9)
2016-02-02,26,POINT(-89.7 32.3)
2016-02-02,36,POINT(-88.7 32.8)
2016-02-02,35,POINT(-89.3 32.3)
2016-02-02,24,POINT(-88.9 32.4)
2016-02-02,29,POINT(-88.9 32.7)
2016-02-02,42,POINT(-89 32.9)
2016-02-02,28,POINT(-88.9 33)
2016-02-02,40,POINT(-88.5 33)
2016-02-02,24,POINT(-90.2 31.6)
2016-02-02,29,POINT(-88.8 32.5)
2016-02-02,37,POINT(-90.5 32)
2016-02-02,36,POINT(-89.3 32.6)
2016-02-02,37,POINT(-88.9 32.6)
2016-02-02,27,POINT(-88.3 33.2)
2016-02-02,26,POINT(-89.2 32.2)
2016-02-02,51,POINT(-98.3 35.5)
2016-02-02,35,POINT(-89.7 32.2)
2016-02-02,54,POINT(-91.1 31.3)
2016-02-02,24,POINT(-98.8 35.1)
2016-02-02,24,POINT(-88 33.5)
2016-02-02,43,POINT(-88.5 33.1)
2016-02-02,25,POINT(-89.4 32.2)
2016-02-02,29,POINT(-98.4 35.5)
2016-02-02,25,POINT(-93.1 29.6)
2016-02-03,27,POINT(-91.5 30.4)
2016-02-03,28,POINT(-87.5 31.4)
2016-02-03,30,POINT(-91.8 27)
2016-02-03,25,POINT(-88.2 37.3)
2016-02-03,28,POINT(-86 30.5)
2016-02-03,41,POINT(-85.4 30.3)
2016-02-03,24,POINT(-87.8 30.4)
2016-02-03,50,POINT(-86.2 30.7)
2016-02-03,26,POINT(-87.8 30.5)
2016-02-03,40,POINT(-85.7 30.9)
2016-02-03,30,POINT(-88.1 37.4)
2016-02-03,69,POINT(-87.1 30.6)
2016-02-03,80,POINT(-85.5 30.3)
2016-02-03,37,POINT(-85.7 30.3)
2016-02-03,35,POINT(-87.1 30.7)
2016-02-03,42,POINT(-91.4 30.6)
2016-02-03,29,POINT(-88.5 30.5)
2016-02-03,24,POINT(-87.2 31.2)
2016-02-03,41,POINT(-85.6 30.6)
2016-02-03,45,POINT(-87.1 30.4)
2016-02-03,27,POINT(-87.3 29.8)
2016-02-03,28,POINT(-86.7 30.6)
2016-02-03,31,POINT(-87 31.3)
2016-02-03,76,POINT(-86.5 30.5)
2016-02-03,48,POINT(-87.1 30.5)
2016-02-03,39,POINT(-86.3 33.5)
2016-02-03,57,POINT(-86.4 30.5)
2016-02-03,36,POINT(-86.8 27.2)
2016-02-03,95,POINT(-86.7 30.4)
2016-02-03,32,POINT(-86.1 30.9)
2016-02-03,35,POINT(-85.9 30.2)
2016-02-03,37,POINT(-85.7 30.8)
2016-02-03,46,POINT(-85.9 30.8)
2016-02-03,25,POINT(-84.9 31)
2016-02-03,30,POINT(-88.8 30.4)
2016-02-03,26,POINT(-85.5 30.8)
2016-02-03,56,POINT(-85.6 30.7)
2016-02-03,37,POINT(-85.6 30.4)
2016-02-03,43,POINT(-85.8 30.8)
2016-02-03,37,POINT(-85.4 30.7)
2016-02-03,45,POINT(-86.5 30.6)
2016-02-03,28,POINT(-88.4 30.3)
2016-02-03,34,POINT(-86.9 30.6)
2016-02-03,29,POINT(-91.6 30.3)
2016-02-03,40,POINT(-86 30.9)
2016-02-03,24,POINT(-85.8 30.9)
2016-02-03,30,POINT(-87.2 30.3)
2016-02-03,25,POINT(-86.5 30.4)
2016-02-03,73,POINT(-86.7 30.5)
2016-02-03,30,POINT(-92.1 30.2)
2016-02-03,32,POINT(-84.2 31.3)
2016-02-03,32,POINT(-87.3 30.5)
2016-02-03,32,POINT(-87.1 30)
2016-02-03,39,POINT(-85.6 30.8)
2016-02-03,63,POINT(-86.6 30.5)
2016-02-03,25,POINT(-86.1 31)
2016-02-03,29,POINT(-87.2 29.9)
2016-02-03,26,POINT(-85.5 30.4)
2016-02-03,32,POINT(-88.5 30.4)
2016-02-03,36,POINT(-86.8 30.8)
2016-02-03,27,POINT(-86.9 30.8)
2016-02-03,33,POINT(-85.9 30.5)
2016-02-03,27,POINT(-91.6 28.5)
2016-02-03,30,POINT(-86.9 30.3)
2016-02-03,39,POINT(-88 30.4)
2016-02-03,24,POINT(-91.7 30.4)
2016-02-03,25,POINT(-85.5 30.5)
2016-02-03,32,POINT(-86.6 30.7)
2016-02-03,37,POINT(-86.8 30.7)
2016-02-03,93,POINT(-86.1 30.7)
2016-02-03,30,POINT(-86.1 33.6)
2016-02-03,27,POINT(-86.2 31)
2016-02-03,25,POINT(-88.4 30.5)
2016-02-03,25,POINT(-86.4 33.5)
2016-02-03,27,POINT(-90.6 29.3)
2016-02-03,26,POINT(-87.6 30.8)
2016-02-03,28,POINT(-87.2 30)
2016-02-03,25,POINT(-90.4 29.4)
2016-02-03,46,POINT(-89.8 32.1)
2016-02-03,33,POINT(-86.4 30.8)
2016-02-03,28,POINT(-87.8 33.8)
2016-02-03,24,POINT(-90.3 29.5)
2016-02-03,27,POINT(-90 31.9)
2016-02-03,27,POINT(-87.3 30.4)
2016-02-03,27,POINT(-90.7 29.2)
2016-02-03,40,POINT(-87 30.5)
2016-02-03,37,POINT(-85.4 30.6)
2016-02-03,29,POINT(-86.7 30.3)
2016-02-03,43,POINT(-87.1 31.2)
2016-02-03,30,POINT(-87.5 32.8)
2016-02-03,24,POINT(-91.2 30.6)
2016-02-03,29,POINT(-86.2 30.5)
2016-02-03,25,POINT(-86.5 30.2)
2016-02-03,29,POINT(-86 30.4)
2016-02-03,32,POINT(-87 30.2)
2016-02-03,24,POINT(-87.1 30.2)
2016-02-03,33,POINT(-85.3 30.4)
2016-02-03,24,POINT(-87.1 29.9)
2016-02-03,65,POINT(-86.3 30.6)
2016-02-03,65,POINT(-85.9 30.7)
2016-02-03,28,POINT(-90.9 29.1)
2016-02-03,26,POINT(-92.2 30.1)
2016-02-03,39,POINT(-86.3 30.7)
2016-02-03,33,POINT(-87.2 30.7)
2016-02-03,55,POINT(-87 30.6)
2016-02-03,33,POINT(-86 30.8)
2016-02-03,28,POINT(-90.2 29.5)
2016-02-03,62,POINT(-86.8 30.5)
2016-02-03,31,POINT(-89.8 32)
2016-02-03,27,POINT(-86.6 31.3)
2016-02-03,33,POINT(-90.2 29)
2016-02-03,41,POINT(-85.6 29.4)
2016-02-03,26,POINT(-85 30.8)
2016-02-03,41,POINT(-85.8 30.3)
2016-02-03,28,POINT(-86.3 30.8)
2016-02-03,32,POINT(-86.4 30.9)
2016-02-03,64,POINT(-86.1 30.6)
2016-02-03,24,POINT(-87.5 29.7)
2016-02-03,42,POINT(-89.7 32.1)
2016-02-03,33,POINT(-86.6 30.8)
2016-02-03,35,POINT(-86.3 30.5)
2016-02-03,27,POINT(-87 30.8)
2016-02-03,26,POINT(-90.5 29.3)
2016-02-03,28,POINT(-84.9 30.9)
2016-02-03,51,POINT(-87 30.3)
2016-02-03,28,POINT(-85.7 30.4)
2016-02-03,43,POINT(-86.8 30.6)
2016-02-03,24,POINT(-88.1 30.4)
2016-02-03,29,POINT(-87.1 30.1)
2016-02-03,24,POINT(-85.2 30.7)
2016-02-03,34,POINT(-90.8 29.2)
2016-02-03,42,POINT(-85.3 30.3)
2016-02-03,113,POINT(-86 30.7)
2016-02-03,29,POINT(-86.1 30.8)
2016-02-03,27,POINT(-85.4 30.4)
2016-02-03,42,POINT(-86.8 30.3)
2016-02-03,29,POINT(-88 37.5)
2016-02-03,25,POINT(-88.2 30.4)
2016-02-03,45,POINT(-86 30.6)
2016-02-03,31,POINT(-86.4 33.4)
2016-02-03,27,POINT(-91.4 30.7)
2016-02-03,24,POINT(-91.5 30.5)
2016-02-03,31,POINT(-86.7 30.7)
2016-02-03,30,POINT(-85.9 30.6)
2016-02-03,25,POINT(-86 31)
2016-02-03,38,POINT(-85.1 30.4)
2016-02-03,65,POINT(-87 30.7)
2016-02-03,26,POINT(-90.3 29)
2016-02-03,36,POINT(-87 30)
2016-02-03,35,POINT(-85.2 30.4)
2016-02-03,25,POINT(-86.8 31.1)
2016-02-03,38,POINT(-91.1 30.7)
2016-02-03,41,POINT(-86.5 30.7)
2016-02-03,39,POINT(-85.8 30.5)
2016-02-03,29,POINT(-85.5 30.7)
2016-02-03,31,POINT(-85.4 30.8)
2016-02-03,46,POINT(-85.7 30.6)
2016-02-03,54,POINT(-85.8 30.7)
2016-02-03,24,POINT(-86.9 30.2)
2016-02-03,26,POINT(-87.7 29.6)
2016-02-03,35,POINT(-86.6 30.6)
2016-02-03,38,POINT(-87.5 30.5)
2016-02-03,71,POINT(-86.8 30.4)
2016-02-03,24,POINT(-85.6 30.9)
2016-02-03,35,POINT(-85.7 30.7)
2016-02-03,28,POINT(-87.5 29.9)
2016-02-03,43,POINT(-85.6 30.3)
2016-02-03,44,POINT(-86.2 30.8)
2016-02-03,40,POINT(-85.6 30.5)
2016-02-03,30,POINT(-85.8 29.2)
2016-02-03,79,POINT(-86.6 30.4)
2016-02-03,24,POINT(-85.1 30.8)
2016-02-03,60,POINT(-86.9 30.4)
2016-02-03,64,POINT(-86.9 30.7)
2016-02-03,79,POINT(-87.2 30.6)
2016-02-03,29,POINT(-86.2 33.5)
2016-02-03,33,POINT(-85.8 30.6)
2016-02-03,29,POINT(-85.1 30.3)
2016-02-03,37,POINT(-89.9 32)
2016-02-03,26,POINT(-86.9 30.1)
2016-02-03,24,POINT(-91 29)
2016-02-03,65,POINT(-87.3 30.6)
2016-02-03,32,POINT(-86.5 30.8)
2016-02-03,27,POINT(-89.2 32.6)
2016-02-03,36,POINT(-87.2 30.5)
2016-02-03,54,POINT(-86.7 30.8)
2016-02-03,25,POINT(-89.7 32.2)
2016-02-03,26,POINT(-86.1 30.5)
2016-02-03,41,POINT(-86.9 30.5)
2016-02-03,34,POINT(-86.4 30.7)
2016-02-03,24,POINT(-85.8 34.1)
2016-02-03,24,POINT(-84.8 31)
2016-02-03,65,POINT(-86.2 30.6)
2016-02-03,69,POINT(-85.5 30.6)
2016-02-03,68,POINT(-86.4 30.6)
2016-02-03,53,POINT(-85.2 30.3)
2016-02-03,32,POINT(-87.6 30.5)
2016-02-04,36,POINT(-89.8 27.1)
2016-02-04,29,POINT(-85.1 29.6)
2016-02-04,39,POINT(-89.5 27)
2016-02-04,29,POINT(-89.1 27.6)
2016-02-04,44,POINT(-85.4 28.8)
2016-02-04,42,POINT(-89.7 26.7)
2016-02-04,28,POINT(-85.8 28.6)
2016-02-04,26,POINT(-89.2 27.3)
2016-02-04,75,POINT(-85.4 28.9)
2016-02-04,46,POINT(-85.9 27.5)
2016-02-04,30,POINT(-87.9 26.5)
2016-02-04,38,POINT(-85.2 29.5)
2016-02-04,55,POINT(-85.9 27.6)
2016-02-04,24,POINT(-87 28.8)
2016-02-04,33,POINT(-89.1 27.5)
2016-02-04,41,POINT(-89 27.6)
2016-02-04,28,POINT(-85.4 29.1)
2016-02-04,27,POINT(-85.2 28.9)
2016-02-04,25,POINT(-85.3 29.3)
2016-02-04,34,POINT(-88.9 27.7)
2016-02-04,99,POINT(-85.5 28.8)
2016-02-04,32,POINT(-89.2 27.4)
2016-02-04,28,POINT(-86.1 27.5)
2016-02-04,69,POINT(-85.3 28.9)
2016-02-04,28,POINT(-89.3 27.2)
2016-02-04,35,POINT(-89.3 27.3)
2016-02-04,32,POINT(-85.2 29)
2016-02-04,31,POINT(-85.3 29.5)
2016-02-04,28,POINT(-85.7 28.6)
2016-02-04,34,POINT(-85.5 29)
2016-02-04,33,POINT(-83.8 25.8)
2016-02-04,30,POINT(-89 27.7)
2016-02-04,26,POINT(-89.4 27.2)
2016-02-04,25,POINT(-87.8 26.6)
2016-02-04,24,POINT(-87.1 26.2)
2016-02-04,24,POINT(-84.3 26)
2016-02-04,32,POINT(-85.6 29)
2016-02-04,72,POINT(-85.8 27.6)
2016-02-04,28,POINT(-86 27.5)
2016-02-04,27,POINT(-84 26)
2016-02-04,26,POINT(-84.6 30.1)
2016-02-04,29,POINT(-86.4 27.3)
2016-02-04,24,POINT(-91 24)
2016-02-04,33,POINT(-89.4 27.1)
2016-02-04,24,POINT(-87.4 28.5)
2016-02-04,44,POINT(-87.2 26.2)
2016-02-04,54,POINT(-85.6 28.7)
2016-02-07,32,POINT(-70.1 33.9)
2016-02-07,27,POINT(-71.1 33)
2016-02-07,32,POINT(-72.2 31.9)
2016-02-07,33,POINT(-71.5 30.8)
2016-02-07,32,POINT(-72.4 31.8)
2016-02-07,40,POINT(-71.9 32.2)
2016-02-07,26,POINT(-71 33)
2016-02-07,43,POINT(-70 33.8)
2016-02-07,36,POINT(-71.2 32.9)
2016-02-07,24,POINT(-72.4 30.7)
2016-02-07,24,POINT(-70.7 33.6)
2016-02-07,33,POINT(-71.8 32.3)
2016-02-07,47,POINT(-70 33.9)
2016-02-07,27,POINT(-70.4 33.4)
2016-02-07,50,POINT(-70.2 33.7)
2016-02-07,29,POINT(-70.3 33.6)
2016-02-07,27,POINT(-71 33.1)
2016-02-07,43,POINT(-70.1 33.8)
2016-02-07,26,POINT(-71.1 32.9)
2016-02-07,27,POINT(-72 32.1)
2016-02-07,43,POINT(-70.2 33.6)
2016-02-07,26,POINT(-71.3 32.4)
2016-02-07,32,POINT(-71.3 32.5)
2016-02-07,36,POINT(-72.1 32)
2016-02-12,30,POINT(-74.4 32.4)
2016-02-12,28,POINT(-75.7 32.4)
2016-02-12,32,POINT(-74.2 33.2)
2016-02-12,58,POINT(-76.6 32.1)
2016-02-12,36,POINT(-76.3 32.2)
2016-02-12,51,POINT(-75.1 32.2)
2016-02-12,49,POINT(-76 32.3)
2016-02-12,36,POINT(-75.9 32.2)
2016-02-12,25,POINT(-74.1 33.3)
2016-02-12,45,POINT(-74.1 32.5)
2016-02-12,24,POINT(-75 32.5)
2016-02-12,41,POINT(-75 32.2)
2016-02-12,37,POINT(-76.5 32.1)
2016-02-12,28,POINT(-74.7 32.5)
2016-02-12,30,POINT(-76.2 32.1)
2016-02-12,39,POINT(-75.2 32.2)
2016-02-12,27,POINT(-73.9 32.5)
2016-02-12,26,POINT(-76.6 32)
2016-02-12,27,POINT(-74.1 33.2)
2016-02-12,24,POINT(-74.5 32.4)
2016-02-12,25,POINT(-75.8 32.1)
2016-02-12,42,POINT(-76.4 32.2)
2016-02-12,25,POINT(-76 33.3)
2016-02-12,25,POINT(-75.4 32.1)
2016-02-12,42,POINT(-74.6 32.3)
2016-02-12,38,POINT(-76.7 32.1)
2016-02-12,24,POINT(-76.9 32)
2016-02-12,37,POINT(-74.8 32.5)
2016-02-12,27,POINT(-76.1 32.3)
2016-02-12,30,POINT(-76.4 32)
2016-02-12,26,POINT(-77 32)
2016-02-12,51,POINT(-75.9 32.3)
2016-02-12,25,POINT(-73.6 32.7)
2016-02-12,24,POINT(-73.1 33.7)
2016-02-12,29,POINT(-75.7 32.1)
2016-02-12,31,POINT(-74.8 32.3)
2016-02-12,37,POINT(-76.5 32)
2016-02-12,36,POINT(-76 32.2)
2016-02-12,44,POINT(-74.2 32.5)
2016-02-12,33,POINT(-73.8 32.6)
2016-02-12,34,POINT(-76.2 32)
2016-02-12,29,POINT(-76.7 31.7)
2016-02-12,24,POINT(-74.1 32.6)
2016-02-12,53,POINT(-76.2 32.2)
2016-02-12,25,POINT(-76.7 31.9)
2016-02-12,53,POINT(-76.1 32.2)
2016-02-12,31,POINT(-76.8 32)
2016-02-12,35,POINT(-74.9 32.5)
2016-02-12,24,POINT(-74.7 32.3)
2016-02-12,30,POINT(-75.7 32.3)
2016-02-12,27,POINT(-75.8 32.4)
2016-02-12,24,POINT(-74 32.5)
2016-02-12,27,POINT(-74.5 32.3)
2016-02-12,34,POINT(-73.7 32.7)
2016-02-12,25,POINT(-74.9 32.2)
2016-02-13,27,POINT(-76.5 31.7)
2016-02-15,36,POINT(-93.2 33.6)
2016-02-15,84,POINT(-91 30.6)
2016-02-15,30,POINT(-92.4 30)
2016-02-15,49,POINT(-92.3 30.5)
2016-02-15,53,POINT(-88.6 30.8)
2016-02-15,26,POINT(-89.7 30.4)
2016-02-15,70,POINT(-91.2 32)
2016-02-15,24,POINT(-91.2 32.3)
2016-02-15,53,POINT(-92.1 31)
2016-02-15,39,POINT(-90.9 30.3)
2016-02-15,31,POINT(-92.6 30.8)
2016-02-15,24,POINT(-87 30.8)
2016-02-15,59,POINT(-91.1 32.3)
2016-02-15,51,POINT(-89.5 30.5)
2016-02-15,28,POINT(-87.3 31.3)
2016-02-15,31,POINT(-88.3 31.1)
2016-02-15,39,POINT(-91 30.8)
2016-02-15,29,POINT(-89.9 30.6)
2016-02-15,35,POINT(-93.9 33.4)
2016-02-15,39,POINT(-90.6 31.6)
2016-02-15,49,POINT(-92.1 31.3)
2016-02-15,24,POINT(-89.7 30.8)
2016-02-15,42,POINT(-93 30.4)
2016-02-15,28,POINT(-86.7 29.7)
2016-02-15,55,POINT(-92.1 30.6)
2016-02-15,58,POINT(-91 31.2)
2016-02-15,49,POINT(-90.1 31.8)
2016-02-15,40,POINT(-88.9 28.5)
2016-02-15,24,POINT(-87.6 31.4)
2016-02-15,30,POINT(-94.6 33.6)
2016-02-15,32,POINT(-90.2 31.1)
2016-02-15,44,POINT(-89.2 28.5)
2016-02-15,25,POINT(-89.6 32)
2016-02-15,38,POINT(-90.9 30.2)
2016-02-15,39,POINT(-91.7 30)
2016-02-15,28,POINT(-87 31.2)
2016-02-15,36,POINT(-95.2 33.3)
2016-02-15,45,POINT(-91.8 30)
2016-02-15,27,POINT(-89.3 31.1)
2016-02-15,36,POINT(-88.1 31.3)
2016-02-15,24,POINT(-88.7 28.6)
2016-02-15,49,POINT(-93.1 33.8)
2016-02-15,34,POINT(-87.5 31.6)
2016-02-15,39,POINT(-91.8 30.9)
2016-02-15,47,POINT(-90.8 30.4)
2016-02-15,52,POINT(-93.1 30.3)
2016-02-15,27,POINT(-92.9 30.3)
2016-02-15,30,POINT(-91.5 30.4)
2016-02-15,28,POINT(-90.3 31.2)
2016-02-15,34,POINT(-90.8 30.8)
2016-02-15,26,POINT(-91.2 31.7)
2016-02-15,24,POINT(-87.5 32.7)
2016-02-15,37,POINT(-93 33.6)
2016-02-15,32,POINT(-93.8 29.9)
2016-02-15,31,POINT(-85.7 27.6)
2016-02-15,28,POINT(-90.6 32.3)
2016-02-15,45,POINT(-92.1 30.7)
2016-02-15,29,POINT(-91.2 31.3)
2016-02-15,68,POINT(-92.4 31.3)
2016-02-15,45,POINT(-92.5 30.5)
2016-02-15,35,POINT(-91.1 30.3)
2016-02-15,39,POINT(-92.8 30.4)
2016-02-15,29,POINT(-88.5 31.3)
2016-02-15,28,POINT(-91.3 31.4)
2016-02-15,45,POINT(-90.6 30.6)
2016-02-15,25,POINT(-88.2 32.9)
2016-02-15,29,POINT(-94 33.5)
2016-02-15,66,POINT(-91.1 31.1)
2016-02-15,38,POINT(-91.9 30)
2016-02-15,25,POINT(-88.3 31.3)
2016-02-15,72,POINT(-89.2 30.5)
2016-02-15,24,POINT(-91.4 32)
2016-02-15,44,POINT(-89.2 32.1)
2016-02-15,29,POINT(-90.5 32.9)
2016-02-15,55,POINT(-91.9 31.4)
2016-02-15,24,POINT(-93.6 32)
2016-02-15,28,POINT(-91 30.2)
2016-02-15,28,POINT(-88.9 29.5)
2016-02-15,24,POINT(-87.4 30.5)
2016-02-15,43,POINT(-91.4 30.6)
2016-02-15,52,POINT(-90.9 30.8)
2016-02-15,45,POINT(-92.7 30.7)
2016-02-15,37,POINT(-88.1 31.7)
2016-02-15,49,POINT(-91.5 31.5)
2016-02-15,65,POINT(-91.1 30.7)
2016-02-15,27,POINT(-91.5 30.2)
2016-02-15,33,POINT(-88.5 30.4)
2016-02-15,38,POINT(-91.3 32.1)
2016-02-15,50,POINT(-89.4 28.6)
2016-02-15,33,POINT(-94.9 33.5)
2016-02-15,31,POINT(-91.9 30.8)
2016-02-15,51,POINT(-92.3 30.7)
2016-02-15,25,POINT(-91.4 30)
2016-02-15,41,POINT(-90.8 32)
2016-02-15,32,POINT(-93.9 33.5)
2016-02-15,40,POINT(-88.4 31.3)
2016-02-15,30,POINT(-90.3 31.7)
2016-02-15,44,POINT(-90.8 30.5)
2016-02-15,30,POINT(-88.2 30.9)
2016-02-15,26,POINT(-89.2 31.2)
2016-02-15,28,POINT(-93.2 30.3)
2016-02-15,44,POINT(-92 30.6)
2016-02-15,77,POINT(-91 31)
2016-02-15,38,POINT(-90.9 30.4)
2016-02-15,32,POINT(-89.8 30.4)
2016-02-15,33,POINT(-89 30.6)
2016-02-15,34,POINT(-89.8 30.7)
2016-02-15,32,POINT(-92.5 30.1)
2016-02-15,45,POINT(-93.2 30.4)
2016-02-15,28,POINT(-92.9 31)
2016-02-15,24,POINT(-91.2 30.2)
2016-02-15,30,POINT(-92.3 30.8)
2016-02-15,29,POINT(-91.9 31.2)
2016-02-15,39,POINT(-92.4 30.5)
2016-02-15,29,POINT(-87.3 30.8)
2016-02-15,30,POINT(-89.7 29.8)
2016-02-15,31,POINT(-89.3 28.5)
2016-02-15,127,POINT(-93.5 33.6)
2016-02-15,45,POINT(-93 33.8)
2016-02-15,41,POINT(-91.7 30.5)
2016-02-15,24,POINT(-89.7 28.5)
2016-02-15,29,POINT(-89.6 30.8)
